year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2001,tt0212985,Hannibal,ok,ok,PASS,87000000,165092266.0,350100280.0,2001PASS,114478598,217235991.0,460678038.0,3.0,2.0,212985,Hannibal returns to America and attempts to make contact with disgraced Agent Starling and survive a vengeful victim's plan.,R,True,"English, Italian, Japanese","UK, USA","Thomas Harris (novel), David Mamet (screenplay), Steven Zaillian (screenplay)",57.0,6.7,Ridley Scott,09 Feb 2001,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta","Crime, Drama, Thriller",5 wins & 14 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MDcwNjkwOF5BMl5BanBnXkFtZTgwNjcxNTYxMTE@._V1_SX300.jpg,"168,124",
2000,tt0162222,Cast Away,notalk,notalk,FAIL,85000000,233632142.0,427230516.0,2000FAIL,114997212,316082883.0,578003746.0,3.0,2.0,162222,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.,PG-13,True,"English, Russian",USA,William Broyles Jr.,73.0,7.7,Robert Zemeckis,22 Dec 2000,"Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks","Adventure, Drama",Nominated for 2 Oscars. Another 15 wins & 21 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI2MDY0ODEwNF5BMl5BanBnXkFtZTYwMDI2NTk4._V1_SX300.jpg,"282,499",
2000,tt0195685,Erin Brockovich,ok,ok,PASS,50000000,125548685.0,257805243.0,2000PASS,67645419,169855868.0,348786874.0,3.0,2.0,195685,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,R,True,English,USA,Susannah Grant,73.0,7.2,Steven Soderbergh,17 Mar 2000,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney","Biography, Drama",Won 1 Oscar. Another 34 wins & 43 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyMDMzMDg4M15BMl5BanBnXkFtZTgwNDc3ODYxMTE@._V1_SX300.jpg,"106,791",
2000,tt0172495,Gladiator,nowomen,nowomen,FAIL,103000000,187683805.0,457683805.0,2000FAIL,139349563,253918993.0,619204256.0,3.0,2.0,172495,"When a Roman general is betrayed and his family murdered by an emperor's corrupt son, he comes to Rome as a gladiator to seek revenge.",R,True,English,"USA, UK","David Franzoni (story), David Franzoni (screenplay), John Logan (screenplay), William Nicholson (screenplay)",64.0,8.5,Ridley Scott,05 May 2000,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed","Action, Adventure, Drama",Won 5 Oscars. Another 51 wins & 80 nominations.,155 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMzQzNTQ1Ml5BMl5BanBnXkFtZTgwMDY2NTYxMTE@._V1_SX300.jpg,"660,343",
2000,tt0219699,The Gift,dubious,dubious,FAIL,10000000,12008642.0,44567606.0,2000FAIL,13529084,16246592.0,60295888.0,3.0,2.0,219699,A woman with extrasensory perception is asked to help find a young woman who has disappeared.,R,True,English,USA,"Billy Bob Thornton, Tom Epperson",62.0,6.7,Sam Raimi,19 Jan 2001,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes","Crime, Drama, Fantasy",8 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MTcwNjg5NF5BMl5BanBnXkFtZTYwNDAwOTg4._V1_SX300.jpg,"43,693",
2000,tt0161081,What Lies Beneath,ok,ok,PASS,90000000,155464351.0,288693989.0,2000PASS,121761754,210329023.0,390576517.0,3.0,2.0,161081,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she's losing her mind.,PG-13,True,English,USA,"Clark Gregg (screenplay), Sarah Kernochan (story), Clark Gregg (story)",51.0,6.6,Robert Zemeckis,21 Jul 2000,"Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar","Drama, Horror, Mystery",4 wins & 5 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI5NjkwNDMwN15BMl5BanBnXkFtZTYwMzY2Nzg4._V1_SX300.jpg,"83,265",
1999,tt0126916,For Love of the Game,men,men,FAIL,50000000,35188640.0,46112640.0,1999FAIL,69923101,49209977.0,64486776.0,4.0,3.0,126916,A washed up pitcher flashes through his career.,PG-13,True,English,USA,"Michael Shaara (novel), Dana Stevens (screenplay)",43.0,6.5,Sam Raimi,17 Sep 1999,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone","Drama, Romance, Sport",6 nominations.,137 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMDk1ODM5N15BMl5BanBnXkFtZTYwNjYzNzQ5._V1_SX300.jpg,"22,019",
1999,tt0162661,Sleepy Hollow,ok,ok,PASS,70000000,101068340.0,207068340.0,1999PASS,97892342,141340236.0,289577211.0,4.0,3.0,162661,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman.",R,True,"English, Latin","USA, Germany","Washington Irving (story), Kevin Yagher (screen story), Andrew Kevin Walker (screen story), Andrew Kevin Walker (screenplay)",65.0,7.5,Tim Burton,19 Nov 1999,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon","Drama, Mystery",Won 1 Oscar. Another 22 wins & 28 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY4NjMzNDY2N15BMl5BanBnXkFtZTcwNDMyMDI5MQ@@._V1_SX300.jpg,"210,582",
1998,tt0120780,Out of Sight,men,men,FAIL,48000000,37562568.0,77562568.0,1998FAIL,68598351,53681880.0,110847172.0,4.0,3.0,120780,A career bank robber breaks out of jail and shares a moment of mutual attraction with a US Marshall he has kidnapped.,R,True,English,USA,"Elmore Leonard (novel), Scott Frank (screenplay)",85.0,7.1,Steven Soderbergh,26 Jun 1998,"George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone","Comedy, Crime, Romance",Nominated for 2 Oscars. Another 13 wins & 6 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0MjMwNTE4Nl5BMl5BanBnXkFtZTgwNjExNzQxMTE@._V1_SX300.jpg,"62,203",
1998,tt0120815,Saving Private Ryan,nowomen,nowomen,FAIL,65000000,216335085.0,485035085.0,1998FAIL,92893600,309171460.0,693179313.0,4.0,3.0,120815,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",R,True,"English, French, German, Czech",USA,Robert Rodat,90.0,8.6,Steven Spielberg,24 Jul 1998,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper","Action, Drama, War",Won 5 Oscars. Another 58 wins & 56 nominations.,169 min,movie,http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@._V1_SX300.jpg,"596,960",
1997,tt0118884,Contact,ok,ok,PASS,90000000,100920329.0,165900000.0,1997PASS,130611431,146459429.0,240760405.0,4.0,3.0,118884,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of intelligent aliens, who send plans for a mysterious machine.",PG,True,"English, Spanish, German, Russian",USA,"Carl Sagan (novel), Carl Sagan (story), Ann Druyan (story), James V. Hart (screenplay), Michael Goldenberg (screenplay)",62.0,7.4,Robert Zemeckis,11 Jul 1997,"Jena Malone, David Morse, Jodie Foster, Geoffrey Blake","Drama, Mystery, Sci-Fi",Nominated for 1 Oscar. Another 10 wins & 16 nominations.,150 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEyMDQxMTMxMF5BMl5BanBnXkFtZTcwNTU0ODcyMg@@._V1_SX300.jpg,"153,369",
1997,tt0119173,G.I. Jane,ok,ok,PASS,50000000,48169156.0,48169156.0,1997PASS,72561906,69904916.0,69904916.0,4.0,3.0,119173,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,R,True,English,"USA, UK","Danielle Alexandra (story), David Twohy (screenplay), Danielle Alexandra (screenplay)",62.0,5.8,Ridley Scott,22 Aug 1997,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe","Action, Drama",1 win & 2 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxNDY0ODY5MV5BMl5BanBnXkFtZTcwNjM5MzkxMQ@@._V1_SX300.jpg,"50,822",
1997,tt0119567,The Lost World: Jurassic Park,dubious,dubious,FAIL,75000000,229086679.0,786686679.0,1997FAIL,108842859,332459322.0,1141669701.0,4.0,3.0,119567,A research team is sent to the Jurassic Park Site B island to study the dinosaurs there while another team approaches with another agenda.,PG-13,True,"English, Spanish",USA,"Michael Crichton (novel), David Koepp (screenplay)",59.0,6.4,Steven Spielberg,23 May 1997,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 4 wins & 16 nominations.,129 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4._V1_SX300.jpg,"187,100",
1996,tt0116996,Mars Attacks!,ok,ok,PASS,80000000,37771017.0,101371017.0,1996PASS,118813194,56096190.0,150552679.0,4.0,3.0,116996,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,PG-13,True,"English, French",USA,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",52.0,6.3,Tim Burton,13 Dec 1996,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan","Comedy, Sci-Fi",2 wins & 14 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BNzc4NzE5OTIwNV5BMl5BanBnXkFtZTcwNjk2MTEyMQ@@._V1_SX300.jpg,"137,730",
1995,tt0112641,Casino,men-disagree,men,FAIL,52000000,42438300.0,110400000.0,1995FAIL,79496532,64878801.0,168777252.0,4.0,3.0,112641,"Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.",R,True,"English, French, Persian","USA, France","Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)",73.0,8.2,Martin Scorsese,22 Nov 1995,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods","Biography, Crime, Drama",Nominated for 1 Oscar. Another 3 wins & 7 nominations.,178 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX300.jpg,"236,440",
1995,tt0114214,The Quick and the Dead,notalk-disagree,notalk,FAIL,32000000,18552460.0,18552460.0,1995FAIL,48920943,28362620.0,28362620.0,4.0,3.0,114214,Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.,R,True,"English, Spanish","USA, Japan",Simon Moore,49.0,6.4,Sam Raimi,10 Feb 1995,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio","Action, Thriller, Western",1 nomination.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNTA4MjQ4NF5BMl5BanBnXkFtZTcwMzM2OTkxMQ@@._V1_SX300.jpg,"56,417",
1994,tt0109707,Ed Wood,ok,ok,PASS,18000000,5828466.0,5828466.0,1994PASS,28289965,9160394.0,9160394.0,5.0,3.0,109707,The mostly true story of the legendary director of awful movies and his strange group of friends and actors.,R,True,English,USA,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski",70.0,7.9,Tim Burton,28 Sep 1994,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette","Biography, Comedy, Drama",Won 2 Oscars. Another 23 wins & 13 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzODM1MDMxN15BMl5BanBnXkFtZTgwOTgwNTc2MDE@._V1_SX300.jpg,"122,901",
1994,tt0109830,Forrest Gump,notalk-disagree,notalk,FAIL,55000000,329694499.0,679400525.0,1994FAIL,86441558,518169206.0,1067789822.0,5.0,3.0,109830,"Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.",PG-13,True,English,USA,"Winston Groom (novel), Eric Roth (screenplay)",82.0,8.8,Robert Zemeckis,06 Jul 1994,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys","Drama, Romance",Won 6 Oscars. Another 38 wins & 46 nominations.,142 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMTA5MzI1MF5BMl5BanBnXkFtZTcwMzY5Mzg3OA@@._V1_SX300.jpg,"793,553",
1993,tt0107290,Jurassic Park,ok-disagree,ok,PASS,63000000,395708305.0,1035626872.0,1993PASS,101584911,638063379.0,1669905770.0,5.0,3.0,107290,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",PG-13,True,"English, Spanish",USA,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)",68.0,8.0,Steven Spielberg,11 Jun 1993,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","Adventure, Sci-Fi",Won 3 Oscars. Another 21 wins & 16 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMjQzODQyMzk2Nl5BMl5BanBnXkFtZTcwNTg4MjQ3OA@@._V1_SX300.jpg,"373,499",
1993,tt0106226,The Age of Innocence,ok,ok,PASS,34000000,32014993.0,32014993.0,1993PASS,54823603,51622860.0,51622860.0,5.0,3.0,106226,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",PG,True,"English, Italian",USA,"Edith Wharton (novel), Jay Cocks (screenplay), Martin Scorsese (screenplay)",83.0,7.3,Martin Scorsese,01 Oct 1993,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas","Drama, Romance",Won 1 Oscar. Another 17 wins & 17 nominations.,139 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5NTQ4NjkyMF5BMl5BanBnXkFtZTYwNzM5MDg4._V1_SX300.jpg,"29,169",
1992,tt0106308,Army of Darkness,men-disagree,men,FAIL,11000000,11502976.0,21502976.0,1992FAIL,18263820,19098934.0,35702407.0,5.0,3.0,106308,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",R,True,English,USA,"Sam Raimi, Ivan Raimi",57.0,7.6,Sam Raimi,19 Feb 1993,"Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie","Comedy, Fantasy, Horror",4 wins & 4 nominations.,81 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5MDUxMjc3NF5BMl5BanBnXkFtZTgwNjg4NjY1MDE@._V1_SX300.jpg,"100,971",
1992,tt0103776,Batman Returns,nowomen-disagree,nowomen,FAIL,80000000,162833635.0,266824291.0,1992FAIL,132827779,270360376.0,443020974.0,5.0,3.0,103776,"When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City, only Batman can stop them, while the Catwoman has her own agenda.",PG-13,True,English,"USA, UK","Bob Kane (Batman characters), Daniel Waters (story), Sam Hamm (story), Daniel Waters (screenplay)",,7.0,Tim Burton,19 Jun 1992,"Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken","Action, Fantasy",Nominated for 2 Oscars. Another 2 wins & 13 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BODM2OTc0Njg2OF5BMl5BanBnXkFtZTgwMDA4NjQxMTE@._V1_SX300.jpg,"163,620",
1992,tt0104070,Death Becomes Her,ok,ok,PASS,55000000,58422650.0,149022650.0,1992PASS,91319098,97001885.0,247429345.0,5.0,3.0,104070,"When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",PG-13,True,English,USA,"Martin Donovan, David Koepp",,6.3,Robert Zemeckis,31 Jul 1992,"Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini","Comedy, Fantasy",Won 1 Oscar. Another 4 wins & 11 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BNzQ3MTYzNDQzOV5BMl5BanBnXkFtZTYwODU2OTI5._V1_SX300.jpg,"62,071",
1991,tt0102057,Hook,men,men,FAIL,70000000,119654823.0,300854823.0,1991FAIL,119758826,204710301.0,514714575.0,5.0,3.0,102057,"When Captain Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",PG,True,English,USA,"J.M. Barrie (books), J.M. Barrie (play), James V. Hart (screen story), Nick Castle (screen story), James V. Hart (screenplay), Malia Scotch Marmo (screenplay)",52.0,6.6,Steven Spielberg,11 Dec 1991,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins","Adventure, Comedy, Family",Nominated for 5 Oscars. Another 5 wins & 10 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIwMzc4MDIwMV5BMl5BanBnXkFtZTYwNDM0ODY4._V1_SX300.jpg,"137,257",
1990,tt0099088,Back to the Future Part III,notalk,notalk,FAIL,40000000,87666629.0,243700000.0,1990FAIL,71319016,156307443.0,434511105.0,5.0,3.0,99088,"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend.",PG,True,English,USA,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",55.0,7.4,Robert Zemeckis,25 May 1990,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson","Adventure, Comedy, Sci-Fi",4 wins & 8 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3ODgyMTgzNF5BMl5BanBnXkFtZTcwODE3MzYwMg@@._V1_SX300.jpg,"182,749",
1990,tt0099487,Edward Scissorhands,ok,ok,PASS,20000000,53976987.0,53976987.0,1990PASS,35659508,96239640.0,96239640.0,5.0,3.0,99487,"An uncommonly gentle young man, who happens to have scissors for hands, falls in love with a beautiful adolescent girl.",PG-13,True,English,USA,"Tim Burton (story), Caroline Thompson (story), Caroline Thompson (screenplay)",74.0,8.0,Tim Burton,14 Dec 1990,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall","Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 7 wins & 10 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE2NDExNjQxMF5BMl5BanBnXkFtZTgwMzQ3NzMxMDE@._V1_SX300.jpg,"273,842",
1990,tt0099685,Goodfellas,men-disagree,men,FAIL,25000000,46743809.0,46743809.0,1990FAIL,44574385,83343062.0,83343062.0,5.0,3.0,99685,Henry Hill and his friends work their way up through the mob hierarchy.,R,True,"English, Italian",USA,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)",89.0,8.8,Martin Scorsese,19 Sep 1990,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","Biography, Crime, Drama",Won 1 Oscar. Another 40 wins & 23 nominations.,146 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1_SX300.jpg,"514,836",
1989,tt0096874,Back to the Future Part II,ok,ok,PASS,40000000,118450002.0,332000000.0,1989PASS,75183554,222637302.0,624023495.0,,,96874,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985... without interfering with his first trip.",PG,True,English,USA,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",57.0,7.8,Robert Zemeckis,22 Nov 1989,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson","Adventure, Comedy, Sci-Fi",Nominated for 1 Oscar. Another 8 wins & 5 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1_SX300.jpg,"220,721",
1989,tt0096895,Batman,notalk,notalk,FAIL,35000000,251188924.0,411348924.0,1989FAIL,65785609,472131898.0,773166847.0,,,96895,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,PG-13,True,"English, French","USA, UK","Bob Kane (Batman characters), Sam Hamm (story), Sam Hamm (screenplay), Warren Skaaren (screenplay)",66.0,7.6,Tim Burton,23 Jun 1989,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl","Action, Fantasy",Won 1 Oscar. Another 8 wins & 21 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,"209,080",
1989,tt0097576,Indiana Jones and the Last Crusade,nowomen-disagree,nowomen,FAIL,48000000,197171806.0,474171806.0,1989FAIL,90220264,370601926.0,891248035.0,,,97576,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana Jones must follow in his father's footsteps and stop the Nazis.",PG-13,True,"English, German, Greek",USA,"Jeffrey Boam (screenplay), George Lucas (story), Menno Meyjes (story), George Lucas (characters), Philip Kaufman (characters)",65.0,8.3,Steven Spielberg,24 May 1989,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody","Action, Adventure",Won 1 Oscar. Another 4 wins & 19 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1_SX300.jpg,"364,028",
1989,tt0098724,"Sex, Lies, and Videotape",men-disagree,men,FAIL,1200000,24741667.0,36741667.0,1989FAIL,2255507,46504161.0,69059227.0,,,98724,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,R,True,English,USA,Steven Soderbergh,86.0,7.2,Steven Soderbergh,18 Aug 1989,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",Drama,Nominated for 1 Oscar. Another 18 wins & 14 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxNjk5NzM2Nl5BMl5BanBnXkFtZTcwMTg2ODQwNw@@._V1_SX300.jpg,"30,869",
1988,tt0095497,The Last Temptation of Christ,men,men,FAIL,7000000,8373585.0,8373585.0,1988FAIL,13787529,16493007.0,16493007.0,,,95497,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",R,True,English,"USA, Canada","Nikos Kazantzakis (novel), Paul Schrader (screenplay)",80.0,7.6,Martin Scorsese,22 Sep 1988,"Willem Dafoe, Harvey Keitel, Paul Greco, Steve Shill",Drama,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,164 min,movie,http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4._V1_SX300.jpg,"32,723",
1988,tt0096438,Who Framed Roger Rabbit,notalk,notalk,FAIL,70000000,154112492.0,351500000.0,1988FAIL,137875291,303547209.0,692330924.0,,,96438,A toon hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,PG,True,English,USA,"Gary K. Wolf (novel), Jeffrey Price (screenplay), Peter S. Seaman (screenplay)",83.0,7.7,Robert Zemeckis,22 Jun 1988,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer","Animation, Comedy, Crime",Won 3 Oscars. Another 18 wins & 21 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxOTE1NjA0OV5BMl5BanBnXkFtZTcwODM3MTYxMQ@@._V1_SX300.jpg,"105,875",
1987,tt0092991,Evil Dead II,dubious-disagree,dubious,FAIL,3500000,5923044.0,5923044.0,1987FAIL,7176391,12144594.0,12144594.0,,,92991,The lone survivor of an onslaught of flesh-possessing spirits holds up in a cabin with a group of strangers while the demons continue their attack.,X,True,English,USA,"Sam Raimi, Scott Spiegel",69.0,7.9,Sam Raimi,13 Mar 1987,"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva","Comedy, Horror",5 nominations.,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI0ODQzMzY5N15BMl5BanBnXkFtZTYwMDE0NTU5._V1_SX300.jpg,"85,942",
1985,tt0088763,Back to the Future,notalk-disagree,notalk,FAIL,19000000,210609762.0,383874862.0,1985FAIL,41136059,455981879.0,831110482.0,,,88763,"A teenager is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his friend, Dr. Emmett Brown, and must make sure his high-school-age parents unite in order to save his own existence.",PG,True,English,USA,"Robert Zemeckis, Bob Gale",86.0,8.5,Robert Zemeckis,03 Jul 1985,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover","Adventure, Comedy, Sci-Fi",Won 1 Oscar. Another 13 wins & 24 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk4OTQ1OTMwN15BMl5BanBnXkFtZTcwOTIwMzM3MQ@@._V1_SX300.jpg,"480,044",
1985,tt0089469,Legend,dubious,dubious,FAIL,25000000,15502112.0,15502112.0,1985FAIL,54126394,33562937.0,33562937.0,,,89469,A young man must stop the Lord of Darkness from both destroying daylight and marrying the woman he loves.,PG,True,"English, Italian","USA, UK",William Hjortsberg,,6.4,Ridley Scott,18 Apr 1986,"Tom Cruise, Mia Sara, Tim Curry, David Bennent","Fantasy, Adventure, Romance",Nominated for 1 Oscar. Another 1 win & 10 nominations.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI3OTg2NTQ5Nl5BMl5BanBnXkFtZTgwMzY3MjQxMDE@._V1_SX300.jpg,"35,815",
1985,tt0088939,The Color Purple,ok,ok,PASS,15000000,93589701.0,93589701.0,1985PASS,32475836,202626921.0,202626921.0,,,88939,The life and trials of a young African American woman.,PG-13,True,English,USA,"Alice Walker (novel), Menno Meyjes (screenplay)",,7.8,Steven Spielberg,18 Dec 1985,"Danny Glover, Whoopi Goldberg, Margaret Avery, Oprah Winfrey",Drama,Nominated for 11 Oscars. Another 14 wins & 9 nominations.,154 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzOTkxNjY4M15BMl5BanBnXkFtZTgwNjE5MDgxMTE@._V1_SX300.jpg,"49,877",
1984,tt0087469,Indiana Jones and the Temple of Doom,nowomen,nowomen,FAIL,28000000,179880271.0,333080271.0,1984FAIL,62760432,403191555.0,746580777.0,,,87469,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees, and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",PG,True,"English, Sinhalese",USA,"Willard Huyck (screenplay), Gloria Katz (screenplay), George Lucas (story)",57.0,7.6,Steven Spielberg,23 May 1984,"Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri","Action, Adventure",Won 1 Oscar. Another 4 wins & 19 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMyNzI4OTA5OV5BMl5BanBnXkFtZTcwMDQ2MjAxNA@@._V1_SX300.jpg,"228,887",
1982,tt0083658,Blade Runner,notalk,notalk,FAIL,28000000,32656328.0,33139618.0,1982FAIL,67571504,78808471.0,79974780.0,,,83658,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,R,True,"English, German, Cantonese, Japanese, Hungarian","USA, Hong Kong, UK","Hampton Fancher (screenplay), David Webb Peoples (screenplay), Philip K. Dick (novel)",88.0,8.3,Ridley Scott,25 Jun 1982,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","Drama, Sci-Fi, Thriller",Nominated for 2 Oscars. Another 10 wins & 15 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX300.jpg,"349,913",
