year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2010,tt1285016,The Social Network,notalk-disagree,notalk,FAIL,40000000,96962694.0,224922135.0,2010FAIL,42729274,103578637.0,240268986.0,1.0,1.0,1285016,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the cofounder who was later squeezed out of the business.",PG-13,True,"English, French",USA,"Aaron Sorkin (screenplay), Ben Mezrich (book)",95.0,7.8,David Fincher,01 Oct 2010,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons","Biography, Drama",Won 3 Oscars. Another 102 wins & 86 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,"335,226",
2010,tt0477080,Unstoppable,dubious,dubious,FAIL,95000000,81562942.0,169511609.0,2010FAIL,101482025,87128132.0,181077698.0,1.0,1.0,477080,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",PG-13,True,English,USA,Mark Bomback,69.0,6.8,Tony Scott,12 Nov 2010,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee","Action, Thriller",Nominated for 1 Oscar. Another 1 win & 12 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,"113,239",
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,ok,PASS,15000000,3247816.0,34247816.0,2010PASS,16023478,3469420.0,36584608.0,1.0,1.0,1182350,Sally's parents' marriage breaks up when her father undergoes a mid-lie crisis and impulsively weds a prostitute as Sally's own marriage also begins to disintegrate.,R,True,English,"USA, Spain",Woody Allen,51.0,6.3,Woody Allen,27 Aug 2010,"Gemma Jones, Pauline Collins, Anthony Hopkins, Rupert Frazer","Comedy, Drama, Romance",2 wins.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_SX300.jpg,"27,427",
2009,tt1190080,2012,notalk-disagree,notalk,FAIL,200000000,166112167.0,788408539.0,2009FAIL,217146319,180353228.0,856000062.0,2.0,2.0,1190080,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,PG-13,True,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian",USA,"Roland Emmerich, Harald Kloser",49.0,5.8,Roland Emmerich,13 Nov 2009,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton","Action, Adventure, Sci-Fi",4 wins & 16 nominations.,158 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX300.jpg,"211,022",
2009,tt0499549,Avatar,men-disagree,men,FAIL,425000000,760507625.0,2783918982.0,2009FAIL,461435929,825707158.0,3022588801.0,2.0,2.0,499549,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,PG-13,True,"English, Spanish","USA, UK",James Cameron,83.0,8.0,James Cameron,18 Dec 2009,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang","Action, Adventure, Fantasy",Won 3 Oscars. Another 58 wins & 74 nominations.,162 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg,"657,389",
2009,tt1127180,Drag Me to Hell,ok,ok,PASS,30000000,42100625.0,91388487.0,2009PASS,32571948,45709979.0,99223368.0,2.0,2.0,1127180,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",PG-13,True,"English, Spanish, Hungarian, Czech",USA,"Sam Raimi, Ivan Raimi",83.0,6.7,Sam Raimi,29 May 2009,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao","Horror, Thriller",4 wins & 7 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NDIwMF5BMl5BanBnXkFtZTcwNzAxMTM2Mg@@._V1_SX300.jpg,"126,305",
2009,tt1057500,Invictus,notalk,notalk,FAIL,49000000,37491364.0,124491364.0,2009FAIL,53200848,40705558.0,135164207.0,2.0,2.0,1057500,"Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",PG-13,True,"English, Afrikaans, Maori, Zulu, Xhosa, Southern Sotho",USA,"Anthony Peckham (screenplay), John Carlin (book)",74.0,7.4,Clint Eastwood,11 Dec 2009,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng","Biography, Drama, History",Nominated for 2 Oscars. Another 8 wins & 21 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg,"97,525",
2009,tt1103982,The Girlfriend Experience,dubious,dubious,FAIL,1300000,695840.0,1005840.0,2009FAIL,1411451,755495.0,1092072.0,2.0,2.0,1103982,"A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.",R,True,"English, French",USA,"David Levien, Brian Koppelman",66.0,5.6,Steven Soderbergh,08 Jul 2009,"Sasha Grey, Chris Santos, Philip Eytan, Colby Trane",Drama,,77 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE5OTY5MDIzM15BMl5BanBnXkFtZTcwNTU4NzQ0Mg@@._V1_SX300.jpg,"11,653",
2009,tt1130080,The Informant!,notalk,notalk,FAIL,22000000,33316821.0,41771168.0,2009FAIL,23886095,36173125.0,45352277.0,2.0,2.0,1130080,"The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.",R,True,English,USA,"Scott Z. Burns (screenplay), Kurt Eichenwald (book)",66.0,6.5,Steven Soderbergh,18 Sep 2009,"Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer","Comedy, Crime, Drama",Nominated for 2 Golden Globes. Another 10 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MDIyMTM3NV5BMl5BanBnXkFtZTcwNDQ2Nzg2Mg@@._V1_SX300.jpg,"45,367",
2009,tt0380510,The Lovely Bones,ok,ok,PASS,95000000,44114232.0,94894448.0,2009PASS,103144502,47896216.0,103029901.0,2.0,2.0,380510,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,PG-13,True,English,"USA, UK, New Zealand","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)",42.0,6.7,Peter Jackson,15 Jan 2010,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci","Drama, Fantasy",Nominated for 1 Oscar. Another 8 wins & 22 nominations.,135 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_SX300.jpg,"99,186",
2009,tt1055369,Transformers: Revenge of the Fallen,ok-disagree,ok,PASS,210000000,402111870.0,836519699.0,2009PASS,228003635,436585563.0,908235868.0,2.0,2.0,1055369,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",PG-13,True,"English, Spanish",USA,"Ehren Kruger, Roberto Orci, Alex Kurtzman",35.0,6.0,Michael Bay,24 Jun 2009,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 19 nominations.,150 min,movie,http://ia.media-imdb.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg,"238,240",
2009,tt1178663,Whatever Works,dubious-disagree,dubious,FAIL,15000000,5306706.0,35106706.0,2009FAIL,16285974,5761658.0,38116460.0,2.0,2.0,1178663,"A middle-aged, misanthropic divorce surprisingly enters into a fulfilling Pygmalion type relationship with a much younger, unsophisticated Southern girl.",PG-13,True,English,"USA, France",Woody Allen,45.0,7.2,Woody Allen,01 Jul 2009,"Larry David, Adam Brooks, Lyle Kanouse, Michael McKean","Comedy, Romance",1 win.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_SX300.jpg,"45,912",
2008,tt0824747,Changeling,ok,ok,PASS,55000000,35739802.0,113805580.0,2008PASS,59524097,38679626.0,123166807.0,2.0,2.0,824747,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",R,True,English,USA,J. Michael Straczynski,63.0,7.8,Clint Eastwood,31 Oct 2008,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Michael Kelly","Drama, History, Mystery",Nominated for 3 Oscars. Another 6 wins & 35 nominations.,141 min,movie,http://ia.media-imdb.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg,"164,219",
2008,tt0892255,Che: Part One,notalk,notalk,FAIL,58000000,293708.0,30118557.0,2008FAIL,62770866,317867.0,32595998.0,2.0,2.0,892255,"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista.",Not Rated,True,"Spanish, English","France, Spain, USA","Peter Buchman (screenplay), Ernesto 'Che' Guevara (memoir ""Reminiscences of the Cuban Revolutionary War"")",,7.2,Steven Soderbergh,24 Jan 2009,"Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara","Biography, Drama, History",3 wins & 9 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BNjI5NDY3MzYxMV5BMl5BanBnXkFtZTcwNTYwMDU5Mg@@._V1_SX300.jpg,"32,271",
2008,tt0452608,Death Race,notalk,notalk,FAIL,65000000,36316032.0,72516819.0,2008FAIL,70346660,39303255.0,78481785.0,2.0,2.0,452608,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,R,True,English,"USA, Germany, UK","Paul W.S. Anderson (screenplay), Paul W.S. Anderson (screen story), Robert Thom, Charles B. Griffith, Ib Melchior",43.0,6.4,Paul W.S. Anderson,22 Aug 2008,"Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson","Action, Sci-Fi, Thriller",1 win & 4 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkwMDU1ODg5Ml5BMl5BanBnXkFtZTcwNjMzNjY3MQ@@._V1_SX300.jpg,"132,344",
2008,tt0870111,Frost/Nixon,notalk,notalk,FAIL,29000000,18622031.0,28144586.0,2008FAIL,31385433,20153811.0,30459656.0,2.0,2.0,870111,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,R,True,English,"USA, UK, France","Peter Morgan (screenplay), Peter Morgan (play)",80.0,7.8,Ron Howard,23 Jan 2009,"Frank Langella, Michael Sheen, Sam Rockwell, Kevin Bacon","Drama, History",Nominated for 5 Oscars. Another 16 wins & 48 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYxOTI1OTg5MV5BMl5BanBnXkFtZTgwODgwNTcxMTE@._V1_SX300.jpg,"76,798",
2008,tt1205489,Gran Torino,men-disagree,men,FAIL,25000000,148095302.0,274543085.0,2008FAIL,27056408,160277075.0,297125986.0,2.0,2.0,1205489,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",R,True,"English, Hmong","USA, Germany","Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)",72.0,8.2,Clint Eastwood,09 Jan 2009,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",Drama,Nominated for 1 Golden Globe. Another 20 wins & 8 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg,"403,468",
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,notalk,FAIL,185000000,317023851.0,786558145.0,2008FAIL,200217418,343101064.0,851257517.0,2.0,2.0,367882,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",PG-13,True,"English, German, Russian",USA,"David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)",65.0,6.3,Steven Spielberg,22 May 2008,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","Action, Adventure",Nominated for 1 BAFTA Film Award. Another 6 wins & 25 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg,"254,789",
2008,tt0421715,The Curious Case of Benjamin Button,dubious-disagree,dubious,FAIL,160000000,127509326.0,329809326.0,2008FAIL,173161010,137997773.0,356938225.0,2.0,2.0,421715,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",PG-13,True,"English, Russian, French",USA,"Eric Roth (screenplay), Eric Roth (story), Robin Swicord (story), F. Scott Fitzgerald (short story)",70.0,7.8,David Fincher,25 Dec 2008,"Cate Blanchett, Brad Pitt, Julia Ormond, Faune A. Chambers","Drama, Fantasy, Romance",Won 3 Oscars. Another 42 wins & 81 nominations.,166 min,movie,http://ia.media-imdb.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg,"337,607",
2008,tt0468569,The Dark Knight,dubious-disagree,dubious,FAIL,185000000,533345358.0,1002891358.0,2008FAIL,200217418,577216380.0,1085385502.0,2.0,2.0,468569,"When Batman, Gordon and Harvey Dent launch an assault on the mob, they let the clown out of the box, the Joker, bent on turning Gotham on itself and bringing any heroes down to his level.",PG-13,True,"English, Mandarin","USA, UK","Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",82.0,9.0,Christopher Nolan,18 Jul 2008,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine","Action, Crime, Drama",Won 2 Oscars. Another 94 wins & 69 nominations.,152 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,"1,151,458",
2008,tt0497465,Vicky Cristina Barcelona,ok,ok,PASS,16000000,23216709.0,104504817.0,2008PASS,17316101,25126430.0,113100998.0,2.0,2.0,497465,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",PG-13,True,"English, Spanish","Spain, USA",Woody Allen,70.0,7.2,Woody Allen,15 Aug 2008,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina","Drama, Romance",Won 1 Oscar. Another 24 wins & 31 nominations.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_SX300.jpg,"148,704",
2007,tt0381849,3:10 to Yuma,nowomen,nowomen,FAIL,48000000,53606916.0,71171825.0,2007FAIL,53930087,60229701.0,79964640.0,2.0,2.0,381849,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,R,True,"English, Chinese",USA,"Halsted Welles (screenplay), Michael Brandt (screenplay), Derek Haas (screenplay), Elmore Leonard (short story)",76.0,7.8,James Mangold,07 Sep 2007,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts","Adventure, Crime, Drama",Nominated for 2 Oscars. Another 6 wins & 19 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg,"191,108",
2007,tt0442933,Beowulf,ok,ok,PASS,150000000,82195215.0,194995215.0,2007PASS,168531522,92349898.0,219085603.0,2.0,2.0,442933,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing towns, and later, Grendel's mother, who begins killing out of revenge.",PG-13,True,"English, Old English",USA,"Neil Gaiman (screenplay), Roger Avary (screenplay), Anonymous (epic poem ""Beowulf"")",59.0,6.3,Robert Zemeckis,16 Nov 2007,"Robin Wright, Anthony Hopkins, Paul Baker, John Bilezikjian","Animation, Action, Adventure",1 win & 12 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_SX300.jpg,"122,239",
2007,tt0448134,Sunshine,notalk-disagree,notalk,FAIL,40000000,3688560.0,32030610.0,2007FAIL,44941739,4144258.0,35987783.0,2.0,2.0,448134,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,R,True,English,"UK, USA",Alex Garland,64.0,7.3,Danny Boyle,05 Apr 2007,"Cillian Murphy, Michelle Yeoh, Troy Garity, Rose Byrne","Adventure, Sci-Fi, Thriller",1 win & 10 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Nzg2OTk2NF5BMl5BanBnXkFtZTYwNTc1ODM3._V1_SX300.jpg,"146,838",
2007,tt0481369,The Number 23,notalk,notalk,FAIL,32000000,35193167.0,77593167.0,2007FAIL,35953391,39541053.0,87179297.0,2.0,2.0,481369,"Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise.",R,True,"English, Chinese","USA, Germany",Fernley Phillips,,6.4,Joel Schumacher,23 Feb 2007,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Mystery, Thriller",5 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjcwNzczNDQ0MV5BMl5BanBnXkFtZTcwMTE0NzA0MQ@@._V1_SX300.jpg,"134,897",
2007,tt0418279,Transformers,notalk-disagree,notalk,FAIL,151000000,319246193.0,708272592.0,2007FAIL,169655066,358686980.0,795775055.0,2.0,2.0,418279,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",PG-13,True,"English, Spanish",USA,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), John Rogers (story), Roberto Orci (story), Alex Kurtzman (story)",61.0,7.2,Michael Bay,03 Jul 2007,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Action, Adventure, Sci-Fi",Nominated for 3 Oscars. Another 12 wins & 30 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNjU5MzUzNl5BMl5BanBnXkFtZTYwMzc1MTI3._V1_SX300.jpg,"394,261",
2006,tt0381061,Casino Royale,notalk,notalk,FAIL,102000000,167365000.0,596365000.0,2006FAIL,117891227,193439856.0,689276488.0,2.0,2.0,381061,"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",PG-13,True,"English, French","UK, Czech Republic, USA, Germany, Bahamas","Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)",81.0,8.0,Martin Campbell,17 Nov 2006,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","Action, Crime, Thriller",Won 1 BAFTA Film Award. Another 17 wins & 29 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg,"342,173",
2006,tt0424345,Clerks II,dubious,dubious,FAIL,5000000,24148068.0,25894473.0,2006FAIL,5778982,27910249.0,29928737.0,2.0,2.0,424345,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",R,True,English,USA,Kevin Smith,65.0,7.5,Kevin Smith,21 Jul 2006,"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith",Comedy,2 wins & 1 nomination.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BODg1MzY2NDY0OF5BMl5BanBnXkFtZTcwNDgyMzQzMQ@@._V1_SX300.jpg,"98,374",
2006,tt0452637,Lady in the Water,men,men,FAIL,75000000,42285169.0,72785169.0,2006FAIL,86684726,48873044.0,84124832.0,2.0,2.0,452637,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",PG-13,True,English,USA,M. Night Shyamalan,36.0,5.7,M. Night Shyamalan,21 Jul 2006,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban","Fantasy, Mystery, Thriller",2 wins & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEyNTc0NTk5M15BMl5BanBnXkFtZTcwMDE5NzkyMw@@._V1_SX300.jpg,"67,260",
2006,tt0498380,Letters from Iwo Jima,notalk,notalk,FAIL,13000000,13756082.0,68756082.0,2006FAIL,15025353,15899229.0,79468028.0,2.0,2.0,498380,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",R,True,"Japanese, English",USA,"Iris Yamashita (screenplay), Iris Yamashita (story), Paul Haggis (story), Tadamichi Kuribayashi (book), Tsuyoko Yoshido (book)",89.0,8.0,Clint Eastwood,02 Feb 2007,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase","Drama, History, War",Won 1 Oscar. Another 26 wins & 19 nominations.,141 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg,"112,489",
2006,tt0382625,The Da Vinci Code,notalk,notalk,FAIL,125000000,217536138.0,767820459.0,2006FAIL,144474543,251427474.0,887444081.0,2.0,2.0,382625,A murder inside the Louvre and clues in Da Vinci paintings lead to the discovery of a religious mystery protected by a secret society for two thousand years -- which could shake the foundations of Christianity.,PG-13,True,"English, French, Latin, Spanish","USA, Malta, France, UK","Akiva Goldsman (screenplay), Dan Brown (novel)",46.0,6.5,Ron Howard,19 May 2006,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno","Mystery, Thriller",Nominated for 1 Golden Globe. Another 1 win & 16 nominations.,149 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_SX300.jpg,"237,427",
2006,tt0407887,The Departed,notalk,notalk,FAIL,90000000,133311000.0,290539042.0,2006FAIL,104021671,154080367.0,335803963.0,2.0,2.0,407887,"An undercover state cop who has infiltrated an Irish gang and a mole in the police force working for the same mob race to track down and identify each other before being exposed to the enemy, after both sides realize their outfit has a rat.",R,True,"English, Cantonese","USA, Hong Kong","William Monahan (screenplay), Alan Mak, Felix Chong",86.0,8.5,Martin Scorsese,06 Oct 2006,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg","Crime, Drama, Thriller",Won 4 Oscars. Another 64 wins & 63 nominations.,151 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,"597,745",
2006,tt0482571,The Prestige,notalk,notalk,FAIL,40000000,53089891.0,107896006.0,2006FAIL,46231854,61361102.0,124705810.0,2.0,2.0,482571,The rivalry between two magicians becomes more exacerbated by their attempt to perform the ultimate illusion.,PG-13,True,English,"USA, UK","Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Priest (novel)",66.0,8.5,Christopher Nolan,20 Oct 2006,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo","Drama, Mystery, Thriller",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,"555,742",
2005,tt0372784,Batman Begins,notalk,notalk,FAIL,150000000,205343774.0,373298774.0,2005FAIL,178954969,244981925.0,445357804.0,2.0,2.0,372784,"After training with his mentor, Batman begins his war on crime to free the crime-ridden Gotham City from corruption that the Scarecrow and the League of Shadows have cast upon it.",PG-13,True,"English, Urdu, Mandarin","USA, UK","Bob Kane (characters), David S. Goyer (story), Christopher Nolan (screenplay), David S. Goyer (screenplay)",70.0,8.3,Christopher Nolan,15 Jun 2005,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes","Action, Adventure, Crime",Nominated for 1 Oscar. Another 9 wins & 44 nominations.,140 min,movie,http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_SX300.jpg,"657,342",
2005,tt0367594,Charlie and the Chocolate Factory,ok,ok,PASS,150000000,206459076.0,474459076.0,2005PASS,178954969,246312517.0,566045396.0,2.0,2.0,367594,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",PG,True,English,"USA, UK","Roald Dahl (book), John August (screenplay)",72.0,6.8,Tim Burton,15 Jul 2005,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter","Adventure, Comedy, Family",Nominated for 1 Oscar. Another 12 wins & 32 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_SX300.jpg,"231,856",
2005,tt0352248,Cinderella Man,men,men,FAIL,88000000,61649911.0,108539911.0,2005FAIL,104986915,73550386.0,129491710.0,2.0,2.0,352248,"The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",PG-13,True,English,USA,"Cliff Hollingsworth (screenplay), Akiva Goldsman (screenplay), Cliff Hollingsworth (story)",69.0,8.0,Ron Howard,03 Jun 2005,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko","Biography, Drama, History",Nominated for 3 Oscars. Another 14 wins & 26 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3OTg5NTkyOV5BMl5BanBnXkFtZTcwNjI4NzIzMQ@@._V1_SX300.jpg,"122,741",
2005,tt0421054,Domino,ok,ok,PASS,50000000,10169202.0,22969202.0,2005PASS,59651656,12132195.0,27403019.0,2.0,2.0,421054,A recounting of Domino Harvey's life story. The daughter of actor Laurence Harvey turned away from her career as a Ford model to become a bounty hunter.,R,True,English,"France, USA, UK","Richard Kelly (screenplay), Richard Kelly (story), Steve Barancik (story)",36.0,6.0,Tony Scott,14 Oct 2005,"Keira Knightley, Mickey Rourke, Édgar Ramírez, Delroy Lindo","Action, Biography, Crime",1 win.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkwOTA5Njc4Ml5BMl5BanBnXkFtZTcwNzg0MzEzMQ@@._V1_SX300.jpg,"50,953",
